"","Dataset","Frame","Synthesized.View","X.passes","WS.PSNR","CEL","theo_time","p1","p2","p3","V1","V2","V3","V4","V5","V6","V7"
"174","ClassroomVideo",20,3,3,31.8016,0.0818112496013975,144.254,2,4,5,0,10,12,7,8,11,13
"175","ClassroomVideo",20,3,3,31.801,0.0800583426613751,147.405,2,4,6,0,10,12,7,8,11,13
"176","ClassroomVideo",20,3,3,31.8009,0.0778310535410428,151.622,2,4,7,0,10,12,7,8,11,13
"177","ClassroomVideo",20,3,3,31.801,0.0800583426613751,147.405,2,5,6,0,10,12,7,8,11,13
"178","ClassroomVideo",20,3,3,31.8009,0.0778310535410428,151.622,2,5,7,0,10,12,7,8,11,13
"179","ClassroomVideo",20,3,3,31.801,0.0778317130759388,151.622,2,6,7,0,10,12,7,8,11,13
"180","ClassroomVideo",20,3,3,31.848,0.0821329044601883,144.254,3,4,5,0,10,12,7,8,11,13
"181","ClassroomVideo",20,3,3,31.8457,0.0803615888199179,147.405,3,4,6,0,10,12,7,8,11,13
"182","ClassroomVideo",20,3,3,31.8452,0.078123227499967,151.622,3,4,7,0,10,12,7,8,11,13
"183","ClassroomVideo",20,3,3,31.8457,0.0803615888199179,147.405,3,5,6,0,10,12,7,8,11,13
"184","ClassroomVideo",20,3,3,31.8452,0.078123227499967,151.622,3,5,7,0,10,12,7,8,11,13
"185","ClassroomVideo",20,3,3,31.8452,0.078123227499967,151.622,3,6,7,0,10,12,7,8,11,13
"186","ClassroomVideo",20,3,3,31.8509,0.0803968657779587,147.405,4,5,6,0,10,12,7,8,11,13
"187","ClassroomVideo",20,3,3,31.8504,0.0781575233145586,151.622,4,5,7,0,10,12,7,8,11,13
"188","ClassroomVideo",20,3,3,31.8504,0.0781575233145586,151.622,4,6,7,0,10,12,7,8,11,13
"189","ClassroomVideo",20,3,3,31.8466,0.0781324609885109,151.622,5,6,7,0,10,12,7,8,11,13
"190","ClassroomVideo",20,4,1,30.8244,0.0799350145847949,135.415,1,0,0,0,11,13,7,8,10,12
"191","ClassroomVideo",20,4,1,30.976,0.0802761687437833,136.728,2,0,0,0,11,13,7,8,10,12
"192","ClassroomVideo",20,4,1,31.6784,0.0823518626904824,141.811,3,0,0,0,11,13,7,8,10,12
"193","ClassroomVideo",20,4,1,31.6808,0.0823670441564303,141.814,4,0,0,0,11,13,7,8,10,12
"194","ClassroomVideo",20,4,1,31.6811,0.0825408602378479,141.519,5,0,0,0,11,13,7,8,10,12
"195","ClassroomVideo",20,4,1,31.7035,0.0773422063031569,151.321,6,0,0,0,11,13,7,8,10,12
"196","ClassroomVideo",20,4,1,31.7113,0.0771205805461717,151.857,7,0,0,0,11,13,7,8,10,12
"197","ClassroomVideo",20,4,2,30.8647,0.0794621438183839,136.728,1,2,0,0,11,13,7,8,10,12
"198","ClassroomVideo",20,4,2,31.1133,0.0783669814048275,141.811,1,3,0,0,11,13,7,8,10,12
"199","ClassroomVideo",20,4,2,31.1121,0.0783568618048994,141.814,1,4,0,0,11,13,7,8,10,12
"200","ClassroomVideo",20,4,2,31.112,0.0785194920823352,141.519,1,5,0,0,11,13,7,8,10,12
"201","ClassroomVideo",20,4,2,31.1154,0.0734557662188328,151.321,1,6,0,0,11,13,7,8,10,12
"202","ClassroomVideo",20,4,2,31.1148,0.0731925429845183,151.857,1,7,0,0,11,13,7,8,10,12
"203","ClassroomVideo",20,4,2,31.2295,0.0791863818744667,141.811,2,3,0,0,11,13,7,8,10,12
"204","ClassroomVideo",20,4,2,31.2284,0.0791769500895539,141.814,2,4,0,0,11,13,7,8,10,12
"205","ClassroomVideo",20,4,2,31.2284,0.0793419964810379,141.519,2,5,0,0,11,13,7,8,10,12
"206","ClassroomVideo",20,4,2,31.2323,0.0742282961386721,151.321,2,6,0,0,11,13,7,8,10,12
"207","ClassroomVideo",20,4,2,31.2321,0.0739649802116465,151.857,2,7,0,0,11,13,7,8,10,12
"208","ClassroomVideo",20,4,2,31.6771,0.0823409536435049,141.814,3,4,0,0,11,13,7,8,10,12
"209","ClassroomVideo",20,4,2,31.677,0.0825118888629795,141.519,3,5,0,0,11,13,7,8,10,12
"210","ClassroomVideo",20,4,2,31.6852,0.0772212713370913,151.321,3,6,0,0,11,13,7,8,10,12
"211","ClassroomVideo",20,4,2,31.6852,0.0769487083242787,151.857,3,7,0,0,11,13,7,8,10,12
"212","ClassroomVideo",20,4,2,31.6808,0.0825387403811502,141.519,4,5,0,0,11,13,7,8,10,12
