"","Dataset","Frame","Synthesized.View","X.passes","WS.PSNR","CEL","theo_time","p1","p2","p3","V1","V2","V3","V4","V5","V6","V7"
"177","TechnicolorMuseum",50,5,3,27.5164,0.0485032297198758,154.967,2,5,6,0,11,1,4,13,17,12
"178","TechnicolorMuseum",50,5,3,27.5164,0.0484628875019343,155.096,2,5,7,0,11,1,4,13,17,12
"179","TechnicolorMuseum",50,5,3,27.5341,0.0485770103677722,155.096,2,6,7,0,11,1,4,13,17,12
"180","TechnicolorMuseum",50,5,3,22.6142,0.022905257993008,114.131,3,4,5,0,11,1,4,13,17,12
"181","TechnicolorMuseum",50,5,3,27.4673,0.0481863880697181,154.967,3,4,6,0,11,1,4,13,17,12
"182","TechnicolorMuseum",50,5,3,27.4673,0.048146309382576,155.096,3,4,7,0,11,1,4,13,17,12
"183","TechnicolorMuseum",50,5,3,27.4673,0.0481863880697181,154.967,3,5,6,0,11,1,4,13,17,12
"184","TechnicolorMuseum",50,5,3,27.4673,0.048146309382576,155.096,3,5,7,0,11,1,4,13,17,12
"185","TechnicolorMuseum",50,5,3,27.4685,0.0481540465260226,155.096,3,6,7,0,11,1,4,13,17,12
"186","TechnicolorMuseum",50,5,3,27.4608,0.048144443655746,154.967,4,5,6,0,11,1,4,13,17,12
"187","TechnicolorMuseum",50,5,3,27.4608,0.0481043998555733,155.096,4,5,7,0,11,1,4,13,17,12
"188","TechnicolorMuseum",50,5,3,27.4608,0.0481043998555733,155.096,4,6,7,0,11,1,4,13,17,12
"189","TechnicolorMuseum",50,5,3,27.4355,0.04794127508124,155.096,5,6,7,0,11,1,4,13,17,12
"190","TechnicolorMuseum",50,6,1,14.1609,-0.199914407011778,29.208,1,0,0,0,1,17,11,4,13,12
"191","TechnicolorMuseum",50,6,1,14.7946,-0.156751385208383,33.208,2,0,0,0,1,17,11,4,13,12
"192","TechnicolorMuseum",50,6,1,17.9935,-0.0246123840832147,81.524,3,0,0,0,1,17,11,4,13,12
"193","TechnicolorMuseum",50,6,1,26.4433,0.0483738494571991,133.198,4,0,0,0,1,17,11,4,13,12
"194","TechnicolorMuseum",50,6,1,26.4361,0.0478246654331721,134.577,5,0,0,0,1,17,11,4,13,12
"195","TechnicolorMuseum",50,6,1,26.4313,0.0407632533022336,157.772,6,0,0,0,1,17,11,4,13,12
"196","TechnicolorMuseum",50,6,1,26.4313,0.0406730246265542,158.122,7,0,0,0,1,17,11,4,13,12
